total_distance,avg_distance,matching,mse,query_no,attack_type,n_selected
0.8832584619522095,0.8832584619522095,"[(0, 0)]",0.001523721730336547,7,score_known,60
22.5189266204834,22.5189266204834,"[(0, 0)]",0.9904336929321289,7,random,110
0.6449586749076843,0.6449586749076843,"[(0, 0)]",0.0008124447776935995,7,centroid,110
0.8276403546333313,0.8276403546333313,"[(0, 0)]",0.001337868277914822,7,score_known,110
22.04932403564453,22.04932403564453,"[(0, 0)]",0.9495559930801392,8,random,10
0.22454051673412323,0.22454051673412323,"[(0, 0)]",9.847352339420468e-05,8,centroid,10
0.7188510894775391,0.7188510894775391,"[(0, 0)]",0.0010092712473124266,8,score_known,10
22.77943229675293,22.77943229675293,"[(0, 0)]",1.0134814977645874,8,random,60
0.3265564739704132,0.3265564739704132,"[(0, 0)]",0.000208279539947398,8,centroid,60
0.5809549689292908,0.5809549689292908,"[(0, 0)]",0.0006591965793631971,8,score_known,60
22.650005340576172,22.650005340576172,"[(0, 0)]",1.0019975900650024,8,random,110
0.35305410623550415,0.35305410623550415,"[(0, 0)]",0.00024345154815819114,8,centroid,110
0.699825644493103,0.699825644493103,"[(0, 0)]",0.0009565544896759093,8,score_known,110
22.67751121520996,22.67751121520996,"[(0, 0)]",1.0044326782226562,9,random,10
0.4369177520275116,0.4369177520275116,"[(0, 0)]",0.0003728459414560348,9,centroid,10
0.5017910003662109,0.5017910003662109,"[(0, 0)]",0.0004917855840176344,9,score_known,10
22.48368263244629,22.48368263244629,"[(0, 0)]",0.9873358607292175,9,random,60
0.4893496632575989,0.4893496632575989,"[(0, 0)]",0.00046770134940743446,9,centroid,60
0.6512525081634521,0.6512525081634521,"[(0, 0)]",0.000828378542792052,9,score_known,60
22.656845092773438,22.656845092773438,"[(0, 0)]",1.0026028156280518,9,random,110
0.4798237085342407,0.4798237085342407,"[(0, 0)]",0.00044966948917135596,9,centroid,110
0.6745488047599792,0.6745488047599792,"[(0, 0)]",0.0008887033327482641,9,score_known,110
22.71922492980957,22.71922492980957,"[(0, 0)]",1.0081311464309692,10,random,10
0.48415181040763855,0.48415181040763855,"[(0, 0)]",0.00045781832886859775,10,centroid,10
0.6333340406417847,0.6333340406417847,"[(0, 0)]",0.0007834219140931964,10,score_known,10
21.465274810791016,21.465274810791016,"[(0, 0)]",0.8999179601669312,10,random,60
0.5056147575378418,0.5056147575378418,"[(0, 0)]",0.0004993090988136828,10,centroid,60
